dataset,sample_id,reference_text,pred_text,wer,avg_logprob,no_speech_prob,compression_ratio,label_3class,hallucination_binary,annotator_id,notes,source_file,meeting_id,speaker,noise_type,snr_db,audio_path,y,lm_avg_neg_logprob,lm_perplexity,lm_surprisal_std,repetition_ratio,unique_token_ratio,token_count
librispeech_fallback,ls_0027__white_10dB,A MAN SAID TO THE UNIVERSE SIR I EXIST,"A man said to the universe, sir, I exist.",0.7777777777777778,-0.4009274164835611,0.0260043907910585,0.8367346938775511,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.467721462249756,236.9197466949831,4.071679592132568,0.0,0.9166666666666666,12
librispeech_fallback,ls_0027__pink_10dB,A MAN SAID TO THE UNIVERSE SIR I EXIST,"A man said to the universe, Sir, I exist.",0.7777777777777778,-0.31348237991333,0.0114210378378629,0.8367346938775511,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,5.893784999847412,362.77579537426885,3.5745203495025635,0.0,0.9166666666666666,12
librispeech_fallback,ls_0027__babble_10dB,A MAN SAID TO THE UNIVERSE SIR I EXIST,"A man said to the universe, Sir, I exist.",0.7777777777777778,-0.3806136355680578,0.0185452625155448,0.8367346938775511,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.893784999847412,362.77579537426885,3.5745203495025635,0.0,0.9166666666666666,12
librispeech_fallback,ls_0028__clean,HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OCCUR MOST READILY TO THE MIND,"He tells us that at this festive season of the year, with Christmas and roast beef looming before us, symbolies drawn from eating and its results occur most readily to the mind.",1.0,-0.1309410390399751,0.0041950237937271,1.3511450381679388,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,1,5.517183780670166,248.93299918305254,3.751791477203369,0.0,0.8888888888888888,36
librispeech_fallback,ls_0028__white_10dB,HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OCCUR MOST READILY TO THE MIND,"He tells us that at this festive season of the year, with Christmas and roast beef looming before us, symbolies drawn from eating and its results occur most readily to the mind.",1.0,-0.2248366900852748,0.0067373607307672,1.3511450381679388,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.517183780670166,248.93299918305254,3.751791477203369,0.0,0.8888888888888888,36
librispeech_fallback,ls_0028__pink_10dB,HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OCCUR MOST READILY TO THE MIND,"He tells us that at this festive season of the year, with Christmas and roast beef looming before us, symbolies drawn from eating and its results occur most readily to the mind.",1.0,-0.1327877044677734,0.0054634818807244,1.3511450381679388,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,1,5.517183780670166,248.93299918305254,3.751791477203369,0.0,0.8888888888888888,36
librispeech_fallback,ls_0028__babble_10dB,HE TELLS US THAT AT THIS FESTIVE SEASON OF THE YEAR WITH CHRISTMAS AND ROAST BEEF LOOMING BEFORE US SIMILES DRAWN FROM EATING AND ITS RESULTS OCCUR MOST READILY TO THE MIND,"He tells us that at this festive season of the year, with Christmas and roast beef looming before us, symbolies drawn from eating and its results occur most readily to the mind.",1.0,-0.2478592509315127,0.0065435557626187,1.3511450381679388,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.517183780670166,248.93299918305254,3.751791477203369,0.0,0.8888888888888888,36
librispeech_fallback,ls_0029__clean,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT,"The cut on his chest still dripping blood. The ache of his overstrained eyes. Even the soaring arena around him with the thousands of spectators, retrievalities not worth thinking about.",1.0,-0.2272793253262837,0.0034274698700755,1.388059701492537,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,5.698966026306152,298.55853964127164,4.395223617553711,0.0,0.868421052631579,38
librispeech_fallback,ls_0029__white_10dB,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT,"The kai-don is chest still dripping blood. The ache of his overstrained eyes, even the soaring arena around him with thousands of spectators were trivialities not worth thinking about.",1.0,-0.4500782743413397,0.0616436265408992,1.3834586466165415,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.504475116729736,245.78941106522913,3.589906930923462,0.0,0.9487179487179487,39
librispeech_fallback,ls_0029__pink_10dB,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT,"The cut on his chest still dripping blood. The ache of his overstrained eyes. Even the soaring arena around him with the thousands of spectators, retrievalities not worth thinking about.",1.0,-0.239791452884674,0.0081809693947434,1.388059701492537,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,5.698966026306152,298.55853964127164,4.395223617553711,0.0,0.868421052631579,38
librispeech_fallback,ls_0029__babble_10dB,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT,"To cut on his chest, store-vipping blood. To ache of his over-stained eyes. Even to soaring arena around him with thousands of spectators, which for the holidays not worth thinking about.",1.0,-0.4037560876810325,0.0188370998948812,1.364963503649635,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.870475769042969,354.41756106566254,3.7435379028320312,0.0,0.8571428571428571,42
librispeech_fallback,ls_0030__clean,TEN SECONDS,10 seconds.,1.0,-0.6026620070139567,0.1194326058030128,0.5789473684210527,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,7.449063301086426,1718.252905708762,5.923597812652588,0.0,1.0,3
librispeech_fallback,ls_0030__white_10dB,TEN SECONDS,10 seconds,1.0,-0.4146663665771484,0.2041215449571609,0.5555555555555556,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,13.372660636901855,642203.5810869212,0.0,0.0,1.0,2
librispeech_fallback,ls_0030__pink_10dB,TEN SECONDS,10 seconds.,1.0,-0.6292417049407959,0.1489170491695404,0.5789473684210527,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,7.449063301086426,1718.252905708762,5.923597812652588,0.0,1.0,3
librispeech_fallback,ls_0030__babble_10dB,TEN SECONDS,10 seconds,1.0,-0.3949282169342041,0.1276243478059768,0.5555555555555556,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,13.372660636901855,642203.5810869212,0.0,0.0,1.0,2
librispeech_fallback,ls_0031__clean,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,"When the buzzer sounded, he pulled his foil from his second startled grasp and ran forward.",1.0,-0.1694633418863469,0.0038781918119639,1.0963855421686748,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,1,5.138075351715088,170.38751649659932,3.3612563610076904,0.0,0.9473684210526315,19
librispeech_fallback,ls_0031__white_10dB,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,"When the buzzer sounded, he pulled his foil from his second startled grasp and ran forward.",1.0,-0.2050126899372447,0.0097076166421175,1.0963855421686748,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.138075351715088,170.38751649659932,3.3612563610076904,0.0,0.9473684210526315,19
librispeech_fallback,ls_0031__pink_10dB,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,"When the buzzer sounded, he pulled his foil from his second startled grasp and ran forward.",1.0,-0.1715192903171886,0.004062274005264,1.0963855421686748,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,1,5.138075351715088,170.38751649659932,3.3612563610076904,0.0,0.9473684210526315,19
librispeech_fallback,ls_0031__babble_10dB,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,"When the buzzer sounded, he pulled his foil from his second startled grasp and ran forward.",1.0,-0.1722688241438432,0.0136491572484374,1.0963855421686748,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,1,5.138075351715088,170.38751649659932,3.3612563610076904,0.0,0.9473684210526315,19
librispeech_fallback,ls_0032__clean,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO,"I begged Ruggedo a long ago to send him away, but he would not do so.",1.0,-0.305851355842922,0.0186656005680561,0.9857142857142858,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,4.273019790649414,71.73794242194552,4.033793926239014,0.0,1.0,20
librispeech_fallback,ls_0032__white_10dB,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO,"I begged Ruggadale long ago to send him away, but he would not do so.",0.9333333333333332,-0.4163488305133322,0.0687998980283737,0.9857142857142858,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,4.341814041137695,76.84681625906481,3.9497177600860596,0.0,1.0,20
librispeech_fallback,ls_0032__pink_10dB,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO,"I begged Ruggedo a long ago to send him away, but he would not do so.",1.0,-0.2920693936555282,0.0207759756594896,0.9857142857142858,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,4.273019790649414,71.73794242194552,4.033793926239014,0.0,1.0,20
librispeech_fallback,ls_0032__babble_10dB,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO,"I beg you, look at that, I wanna go to cinema way, but he would not do so.",1.1333333333333333,-0.6234110260009765,0.0801161155104637,1.0422535211267605,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,4.74367094039917,114.85505480491096,3.6878154277801514,0.0,0.9090909090909091,22
librispeech_fallback,ls_0033__clean,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS,Every man who entered the 20s had his own training tricks.,1.0,-0.2653557956218719,0.0062752678059041,0.90625,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,5.43601655960083,229.52605663708115,3.3619654178619385,0.0,1.0,13
librispeech_fallback,ls_0033__white_10dB,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS,Every man who entered the 20s had his own training tricks.,1.0,-0.3062909543514251,0.0157792977988719,0.90625,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.43601655960083,229.52605663708115,3.3619654178619385,0.0,1.0,13
librispeech_fallback,ls_0033__pink_10dB,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS,Every man who entered the 20s had his own training tricks.,1.0,-0.2847727239131927,0.0084148691967129,0.90625,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,5.43601655960083,229.52605663708115,3.3619654178619385,0.0,1.0,13
librispeech_fallback,ls_0033__babble_10dB,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS,Every man who entered the 20s had his own training bricks.,1.0,-0.5083677768707275,0.0142784630879759,0.90625,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.8250412940979,338.67511807265845,3.819979429244995,0.0,1.0,13
librispeech_fallback,ls_0034__clean,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,"However, if we look sharp, we may be able to discover one of these secret ways.",1.0,-0.1410732160915028,0.0025487814564257,1.0533333333333332,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,1,3.79638934135437,44.54007480611293,2.6294147968292236,0.0,0.8947368421052632,19
librispeech_fallback,ls_0034__white_10dB,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,"However, if we look sharp, we may be able to discover one of these secret ways.",1.0,-0.2161346782337535,0.021961135789752,1.0533333333333332,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,3.79638934135437,44.54007480611293,2.6294147968292236,0.0,0.8947368421052632,19
librispeech_fallback,ls_0034__pink_10dB,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,"However, if we look sharp, we may be able to discover one of these secret ways.",1.0,-0.1369653723456642,0.0029325257055461,1.0533333333333332,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,1,3.79638934135437,44.54007480611293,2.6294147968292236,0.0,0.8947368421052632,19
librispeech_fallback,ls_0034__babble_10dB,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,"However, if we look sharp, we may be able to discover one of these secret ways.",1.0,-0.1843298782001842,0.0135429836809635,1.0533333333333332,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,1,3.79638934135437,44.54007480611293,2.6294147968292236,0.0,0.8947368421052632,19
librispeech_fallback,ls_0035__clean,TRUE AGREED KALIKO,"True, agreed Calico.",1.0,-0.5309107568528917,0.0090880412608385,0.7142857142857143,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,7.027736663818359,1127.475863236176,3.459273099899292,0.0,1.0,6
librispeech_fallback,ls_0035__white_10dB,TRUE AGREED KALIKO,"True, agreed Calico.",1.0,-0.735717667473687,0.0287479218095541,0.7142857142857143,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,7.027736663818359,1127.475863236176,3.459273099899292,0.0,1.0,6
librispeech_fallback,ls_0035__pink_10dB,TRUE AGREED KALIKO,"True, agreed Calico.",1.0,-0.5103751288519965,0.0112911378964781,0.7142857142857143,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,7.027736663818359,1127.475863236176,3.459273099899292,0.0,1.0,6
librispeech_fallback,ls_0035__babble_10dB,TRUE AGREED KALIKO,"True, a green calico.",1.3333333333333333,-0.6510434627532959,0.0245201401412487,0.7241379310344828,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.762786388397217,318.2338177043554,2.5459866523742676,0.0,1.0,7
librispeech_fallback,ls_0036__clean,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,"I hope it doesn't work too hard, since shaggy.",0.8888888888888888,-0.2590739025789149,0.0028389755170792,0.8518518518518519,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,4.4135942459106445,82.56569222750619,3.1059999465942383,0.0,1.0,14
librispeech_fallback,ls_0036__white_10dB,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,"I hope it doesn't work too hard, said Shaggy.",0.8888888888888888,-0.4031864054062787,0.0264813620597124,0.8490566037735849,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,4.432582378387451,84.14843968418197,2.8792827129364014,0.0,1.0,14
librispeech_fallback,ls_0036__pink_10dB,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,"I hope it doesn't work too hard, since shaggy.",0.8888888888888888,-0.280881685369155,0.0023549394682049,0.8518518518518519,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,4.4135942459106445,82.56569222750619,3.1059999465942383,0.0,1.0,14
librispeech_fallback,ls_0036__babble_10dB,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,"I hope it doesn't work too hard, so I'll do it.",1.1111111111111112,-0.4695223172505696,0.0431687235832214,0.8867924528301887,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,3.291557788848877,26.88471175636302,2.663386344909668,0.0,0.9333333333333333,15
librispeech_fallback,ls_0037__clean,BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR,Breon saw something close to panic on his opponent's face when the man finally recognized his error.,1.0,-0.2627797889709473,0.019648240879178,1.1235955056179776,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,4.522012710571289,92.02062259506799,2.869882106781006,0.0,0.95,20
librispeech_fallback,ls_0037__white_10dB,BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR,"Breon saw something close to panic on his opponent's face, and the man finally recognized his error.",1.0,-0.2109851439793904,0.0947350263595581,1.1111111111111112,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,4.263208866119385,71.0375681602401,2.9154727458953857,0.0,0.9523809523809523,21
librispeech_fallback,ls_0037__pink_10dB,BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR,Breon saw something close to panic on his opponent's face when the man finally recognized his error.,1.0,-0.2640605354309082,0.0232234094291925,1.1235955056179776,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,4.522012710571289,92.02062259506799,2.869882106781006,0.0,0.95,20
librispeech_fallback,ls_0037__babble_10dB,BRION SAW SOMETHING CLOSE TO PANIC ON HIS OPPONENT'S FACE WHEN THE MAN FINALLY RECOGNIZED HIS ERROR,"Brienne saw something close to panic on his opponent's face, and the man finally recognized his error.",1.0,-0.2436461448669433,0.0196744538843631,1.1333333333333333,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,4.3508219718933105,77.54217422498401,2.886925220489502,0.0,0.9523809523809523,21
librispeech_fallback,ls_0038__clean,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,His instant panic was followed by a small sharp blow high on his chest.,1.0,-0.249148686726888,0.0013203151756897,1.0142857142857142,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,5.185629844665527,178.6859587524462,4.317681312561035,0.0,1.0,15
librispeech_fallback,ls_0038__white_10dB,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,This instant panic was followed by a small sharp blow high on his chest.,1.0,-0.2421784930759006,0.0117869349196553,1.0140845070422535,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.636063575744629,280.3569396384852,4.245166301727295,0.0,1.0,15
librispeech_fallback,ls_0038__pink_10dB,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,His instant panic was followed by a small sharp blow high on his chest.,1.0,-0.2251454459296332,0.001830302295275,1.0142857142857142,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,5.185629844665527,178.6859587524462,4.317681312561035,0.0,1.0,15
librispeech_fallback,ls_0038__babble_10dB,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,This instinctive panic was followed by a small sharp blow high on his chest.,1.0,-0.219545188703035,0.0064250780269503,1.027027027027027,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.262746334075928,193.01083632221187,4.243370532989502,0.0,1.0,16
librispeech_fallback,ls_0039__clean,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE,"Because you were sleeping instead of conquering, the lovely rose princess has become a fiddle without a bow. All poor shaggy sits there, a-cooing dove.",1.0,-0.3219850930300625,0.0056231673806905,1.26890756302521,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,5.752182483673096,314.87712509864735,3.097672462463379,0.0,0.8857142857142857,35
librispeech_fallback,ls_0039__white_10dB,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE,"Because you were sleeping instead of conquering, the lovely rose princess has become a fiddle with a bow, while Port Shaggy sits there accruing dove.",1.0,-0.3978751255915715,0.0304821934551,1.2416666666666667,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,5.773625373840332,321.70191077349915,3.2933549880981445,0.0,0.9393939393939394,33
librispeech_fallback,ls_0039__pink_10dB,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE,"Because you were sleeping instead of conquering, the lovely rose princess has become a fiddle without a bow. All poor shaggy sits there, a-cooing dove.",1.0,-0.3307807012037797,0.0070949359796941,1.26890756302521,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,5.752182483673096,314.87712509864735,3.097672462463379,0.0,0.8857142857142857,35
librispeech_fallback,ls_0039__babble_10dB,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE,"Because he was sleeping instead of conquering, the lovely rose princess has become a fiddle with a little bow. All part of Shaggy sits there, a cool dove.",1.0769230769230769,-0.4164477503576944,0.0211473945528268,1.2622950819672132,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,5.386122226715088,218.3550104876682,3.0887441635131836,0.0,0.8571428571428571,35
librispeech_fallback,ls_0040__clean,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,He laments most bitterly the divorce that has been made between decorative art and what we usually call pictures. Makes a customary appeal to the last judgment and reminds us that in the great days of art Michelangelo was the furnishing upholsterer.,1.0,-0.1672117017930554,0.0029329333920031,1.4733727810650887,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,1,5.126339435577393,168.39955100732615,4.196626663208008,0.0,0.86,50
librispeech_fallback,ls_0040__white_10dB,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,"He laments most bitterly the divorce that has been made between decorative art and what we usually call pictures. Makes a customary appeal to the last judgment and reminds us that in the great days of art, Michelangelo was the furnishing upholsterer.",1.0,-0.2025686294313461,0.0286055020987987,1.4450867052023122,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,4.989264965057373,146.82845977349587,4.17427921295166,0.0,0.8627450980392157,51
librispeech_fallback,ls_0040__pink_10dB,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,"He laments most bitterly the divorce that has been made between decorative art and what we usually call pictures, makes a customary appeal to the last judgment and reminds us that in the great days of art Michelangelo was the furnishing upholsterer.",1.0,-0.1557743708292643,0.0052954130806028,1.464705882352941,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,1,5.07712984085083,160.31327038128396,4.105784893035889,0.0,0.88,50
librispeech_fallback,ls_0040__babble_10dB,HE LAMENTS MOST BITTERLY THE DIVORCE THAT HAS BEEN MADE BETWEEN DECORATIVE ART AND WHAT WE USUALLY CALL PICTURES MAKES THE CUSTOMARY APPEAL TO THE LAST JUDGMENT AND REMINDS US THAT IN THE GREAT DAYS OF ART MICHAEL ANGELO WAS THE FURNISHING UPHOLSTERER,"He laments most bitterly the divorce that has been made between decorative art and what we usually call pictures, makes a customary appeal to the last judgment and reminds us that in the great days of art Michelangelo was the furnishing upholsterer.",1.0,-0.1802117824554443,0.024849684908986,1.464705882352941,Hallucination Error,hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,1,5.07712984085083,160.31327038128396,4.105784893035889,0.0,0.88,50
librispeech_fallback,ls_0041__clean,KALIKO HESITATED,Calico hesitated.,1.0,-0.4464010596275329,0.0341477505862712,0.68,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,clean,,,0,9.034449577331543,8387.09569912737,5.3313469886779785,0.0,1.0,4
librispeech_fallback,ls_0041__white_10dB,KALIKO HESITATED,Calico hesitated.,1.0,-0.4430967569351196,0.0372633449733257,0.68,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,white,10.0,,0,9.034449577331543,8387.09569912737,5.3313469886779785,0.0,1.0,4
librispeech_fallback,ls_0041__pink_10dB,KALIKO HESITATED,Calico hesitated.,1.0,-0.4473536908626556,0.0460059009492397,0.68,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,pink,10.0,,0,9.034449577331543,8387.09569912737,5.3313469886779785,0.0,1.0,4
librispeech_fallback,ls_0041__babble_10dB,KALIKO HESITATED,Calico hesitated.,1.0,-0.5060781240463257,0.0636727884411811,0.68,Non-Hallucination Error,no_hallucination,,,librispeech_annotation_noisy.csv,,unknown,babble,10.0,,0,9.034449577331543,8387.09569912737,5.3313469886779785,0.0,1.0,4
